group,model,dataset,seed,h,nmse,corr,mse,bias,mae,median_abs_error,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,rms_snap_error,visibility_pass,empirical_oracle_flags
B_task,roberta-large,rte,18,3e-05,0.030667487900975753,0.9861126737762356,4.393617000259191,0.2092442107411853,1.6195852821820456,1.3038021912710485,0.9414180566565691,1.019727744750155,0.3057150483951898,2.077290546692286e-05,False,
B_task,roberta-large,rte,18,0.0001,0.006522539759039247,0.9970130587981573,0.9344600269417411,0.2297084721140695,0.7095964615749635,0.43687647532523144,0.9921256620402952,1.007225283381826,0.10903588609605852,2.5230733710768957e-05,False,
B_task,roberta-large,rte,18,0.0003,0.0055006229031550604,0.997496485534594,0.7880537974728667,0.2760014128896229,0.6699108120310109,0.5049746279154704,0.9991115594073918,1.0008758915411509,0.037376582349562995,2.5308488547648926e-05,True,
B_task,roberta-large,rte,18,0.001,0.00407164198099846,0.9980340106718902,0.5833290122897434,0.032685318809015804,0.6570498246844054,0.6333433698748312,0.9999226804226384,1.0000804340851652,0.011254627259097585,2.4873193122411235e-05,True,empirical_min_nmse;empirical_max_corr
B_task,roberta-large,rte,18,0.0015,0.00698566394085941,0.9966351306536577,1.0008101070345894,0.06531886182354203,0.8474583361739507,0.8573437511485924,0.9999662299576645,1.0000345913176178,0.00750410573308227,2.4659205718811962e-05,True,
B_task,roberta-large,rte,18,0.002,0.013197178126331336,0.993647717992479,1.8907106561360452,0.03441385350750212,1.1632644520497346,1.1998488331363744,0.9999812753151098,1.0000225092908517,0.0056286721484524885,2.448243263095692e-05,True,
B_task,roberta-large,rte,18,0.003,0.0377947161725361,0.981291281608864,5.414708502757481,-0.024038434802231,1.9664541385419425,1.854849400582396,0.9999918582416831,1.0000081937890422,0.003752327879672085,2.422245814997446e-05,True,
B_task,roberta-large,rte,18,0.004,0.08216947684692927,0.9580958070080073,11.772115523214595,0.06856731496380097,2.825408133099489,2.621048188518394,0.9999954978114673,1.0000087408303617,0.002815419273577675,2.403411604177014e-05,True,
B_task,roberta-large,rte,18,0.005,0.16638022900223662,0.912699400661718,23.836676972422815,0.3226917179636789,4.021373911185792,3.712591558728983,0.9999971488718316,1.0000032683733706,0.0022522931940048194,2.3913669309385753e-05,True,
B_task,roberta-large,rte,18,0.01,0.8519775245465622,0.5409086136330756,122.0596531340742,-0.9178604988045858,7.5058643374565515,4.345974882362841,0.9999993066449033,1.0000010031564592,0.0011260358256967402,2.3794353571271256e-05,True,
